user_id,cart_abandoned_date,last_order_date,avg_order_value,sessions_last_30d,num_cart_items,engagement_score,profitability_score,class_label,region
U00345,01-09-2025,13-08-2025,50,0,3,0.217,0.098,Casual,RegionC
U00346,01-09-2025,02-08-2025,60,9,2,0.39,0.117,Regular,RegionA
U00347,01-09-2025,17-12-2023,120,1,5,0.235,0.095,Casual,RegionE
U00348,01-09-2025,04-08-2025,500,2,2,0.567,0.179,Regular,RegionC
U00349,01-09-2025,13-05-2025,80,5,3,0.286,0.08,Casual,RegionD
U00350,01-09-2025,13-08-2025,50,2,1,0.533,0,Casual,RegionD
U00351,01-09-2025,27-02-2025,90,0,1,0.11,0.022,Casual,RegionA
U00352,01-09-2025,27-08-2025,5310,6,2,0.738,0.398,VIP,RegionC
U00353,01-09-2025,24-12-2024,90,0,1,0.368,0.04,Casual,RegionC
U00354,01-09-2025,11-06-2025,70,0,2,0.282,0.183,Casual,RegionD
U00355,01-09-2025,17-04-2025,250,7,1,0.513,0.272,Regular,RegionA
U00356,01-09-2025,16-07-2025,630,12,3,0.922,0.354,VIP,RegionB
U00357,01-09-2025,31-07-2025,100,1,1,0.226,0.103,Casual,RegionB
U00358,01-09-2025,18-12-2023,50,3,4,0.302,0.084,Casual,RegionD
U00359,01-09-2025,,160,4,2,0.766,0.179,Regular,RegionA
U00360,01-09-2025,28-03-2024,120,6,5,0.49,0.16,Regular,RegionA
U00361,01-09-2025,22-06-2025,100,5,3,0.807,0.147,Regular,RegionA
U00362,01-09-2025,04-11-2024,50,1,3,0.066,0.106,Casual,RegionA
U00363,01-09-2025,16-07-2024,50,4,3,0.564,0.084,Casual,RegionA
U00364,01-09-2025,07-08-2025,50,1,2,0.088,0.08,Casual,RegionB
U00365,01-09-2025,13-07-2025,3350,10,2,0.881,0.292,VIP,RegionA
U00366,01-09-2025,06-11-2023,50,1,3,0.125,0.036,Casual,RegionB
U00367,01-09-2025,17-09-2024,220,1,1,0.598,0.15,Regular,RegionA
U00368,01-09-2025,12-12-2024,50,0,1,0,0.019,Casual,RegionA
U00369,01-09-2025,29-10-2024,190,5,4,0.616,0.121,Regular,RegionA
U00370,01-09-2025,29-06-2025,70,0,2,0.549,0.065,Casual,RegionE
U00371,01-09-2025,31-07-2025,50,2,4,0.164,0.125,Casual,RegionD
U00372,01-09-2025,07-03-2025,100,6,5,0.545,0.15,Regular,RegionA
U00373,01-09-2025,02-10-2024,50,2,3,0.532,0,Casual,RegionA
U00374,01-09-2025,18-06-2025,490,10,1,0.85,0.267,VIP,RegionB
U00375,01-09-2025,13-07-2025,60,1,2,0.527,0.08,Casual,RegionA
U00376,01-09-2025,07-12-2024,9990,2,3,0.127,0.513,Casual,RegionC
U00377,01-09-2025,26-08-2025,50,3,2,0.175,0.027,Casual,RegionA
U00378,01-09-2025,,50,2,2,0.092,0.2,Casual,RegionB
U00379,01-09-2025,,350,7,3,0.624,0.253,VIP,RegionA
U00380,01-09-2025,28-11-2023,70,0,1,0.173,0.084,Casual,RegionA
U00381,01-09-2025,,120,0,1,0.24,0.145,Casual,RegionB
U00382,01-09-2025,,240,1,3,0.057,0.01,Dormant,RegionB
U00383,01-09-2025,07-02-2025,80,3,1,0.538,0.053,Casual,RegionA
U00384,01-09-2025,30-07-2025,70,0,3,0.077,0.047,Dormant,RegionB
U00385,01-09-2025,17-06-2025,110,2,1,0.117,0.047,Casual,RegionB
U00386,01-09-2025,,50,2,1,0.191,0.114,Casual,RegionB
U00387,01-09-2025,21-06-2025,140,5,3,0.51,0.263,Regular,RegionA
U00388,01-09-2025,21-12-2024,50,2,2,0.139,0.117,Casual,RegionC
U00389,01-09-2025,03-07-2025,130,7,1,0.335,0.192,Regular,RegionB
U00390,01-09-2025,15-07-2024,50,5,1,0.285,0.049,Casual,RegionA
U00391,01-09-2025,02-10-2024,9990,0,1,0.275,0.494,Casual,RegionC
U00392,01-09-2025,20-03-2025,50,2,3,0.188,0.037,Casual,RegionC
U00393,01-09-2025,06-12-2024,150,0,1,0,0.077,Casual,RegionD
U00394,01-09-2025,,60,6,3,0.377,0.145,Casual,RegionA
U00395,01-09-2025,12-08-2025,90,6,2,0.781,0.094,Regular,RegionA
U00396,01-09-2025,11-06-2025,50,0,2,0.136,0.092,Casual,RegionC
U00397,01-09-2025,02-07-2025,130,6,3,0.538,0.202,Regular,RegionA
U00398,01-09-2025,,70,0,3,0.201,0.037,Casual,RegionC
U00399,01-09-2025,15-06-2025,660,5,1,0.389,0.178,Regular,RegionA
U00400,01-09-2025,,180,3,2,0.217,0.228,Regular,RegionB
U00401,01-09-2025,22-05-2025,50,0,3,0.535,0.034,Casual,RegionB
U00402,01-09-2025,28-06-2025,60,0,2,0,0.086,Casual,NicheRegionX
U00403,01-09-2025,05-08-2025,80,3,4,0.573,0.209,Regular,RegionB
U00404,01-09-2025,,100,5,1,0.793,0.218,Regular,RegionA
U00405,01-09-2025,25-10-2024,230,1,4,0.383,0.167,Regular,RegionB
U00406,01-09-2025,25-06-2025,240,10,3,0.989,0.345,VIP,RegionA
U00407,01-09-2025,,60,3,1,0.295,0.084,Casual,RegionE
U00408,01-09-2025,25-11-2023,50,4,1,0.446,0.103,Casual,RegionA
U00409,01-09-2025,03-07-2025,50,1,1,0.179,0.086,Casual,RegionB
U00410,01-09-2025,03-07-2025,200,2,1,0.29,0.148,Casual,RegionC
U00411,01-09-2025,05-03-2025,150,2,2,0.153,0,Casual,RegionA
U00412,01-09-2025,26-04-2025,50,0,5,0.348,0.043,Casual,RegionC
U00413,01-09-2025,12-07-2025,60,4,3,0.422,0.089,Casual,RegionA
U00414,01-09-2025,11-07-2025,50,2,1,0.236,0.139,Casual,RegionB
U00415,01-09-2025,05-08-2025,50,5,3,0.415,0.093,Casual,RegionC
U00416,01-09-2025,20-07-2025,50,1,3,0.041,0.128,Casual,RegionD
U00417,01-09-2025,19-09-2024,50,1,1,0.057,0.099,Casual,RegionB
U00418,01-09-2025,03-07-2025,50,1,2,0.249,0.116,Casual,RegionB
U00419,01-09-2025,26-08-2025,90,1,1,0.196,0.111,Casual,RegionB
U00420,01-09-2025,12-07-2025,180,4,3,0.755,0.15,Regular,RegionA
U00421,01-09-2025,22-06-2025,60,2,2,0.281,0.09,Dormant,RegionA
U00422,01-09-2025,04-08-2025,50,1,3,0.671,0.055,Casual,RegionC
U00423,01-09-2025,17-04-2024,230,5,2,0.47,0.162,Regular,RegionD
U00424,01-09-2025,15-09-2024,380,3,2,0.335,0.181,Regular,RegionA
U00425,01-09-2025,11-06-2025,150,6,5,0.527,0.099,Regular,RegionD
U00426,01-09-2025,,90,1,1,0.184,0.026,Casual,RegionC
U00427,01-09-2025,16-06-2025,50,1,1,0.187,0.106,Casual,RegionD
U00428,01-09-2025,22-04-2024,1100,1,1,0.829,0.306,VIP,RegionA
U00429,01-09-2025,17-07-2025,50,1,1,0.058,0.123,Casual,RegionA
U00430,01-09-2025,09-06-2025,160,1,3,0,0.207,Casual,RegionA
U00431,01-09-2025,02-08-2025,360,9,4,1,0.159,VIP,RegionB
U00432,01-09-2025,02-05-2024,120,0,1,0.175,0.152,Casual,RegionA
U00433,01-09-2025,23-10-2024,130,2,2,0.111,0.123,Casual,RegionB
U00434,01-09-2025,11-10-2024,110,0,5,0.055,0.105,Casual,NicheRegionX
U00435,01-09-2025,20-06-2025,50,1,2,0.371,0.132,Casual,RegionA
U00436,01-09-2025,10-05-2024,90,4,2,0.17,0.131,Casual,RegionB
U00437,01-09-2025,28-06-2025,150,9,3,0.505,0.155,Regular,RegionB
U00438,01-09-2025,02-07-2025,60,1,2,0.038,0.109,Casual,RegionB
U00439,01-09-2025,23-01-2024,50,2,1,0.096,0.147,Casual,RegionC
U00440,01-09-2025,09-05-2025,210,2,1,0.505,0.116,Regular,RegionA
U00441,01-09-2025,,50,1,2,0.223,0.242,Casual,RegionB
U00442,01-09-2025,23-08-2025,50,0,1,0.1,0.115,Casual,RegionC
U00443,01-09-2025,10-11-2023,50,2,1,0.387,0.058,Casual,RegionB
U00444,01-09-2025,18-12-2024,50,3,1,0.523,0.116,Casual,RegionC
U00445,01-09-2025,23-03-2025,50,0,1,0.204,0.095,Casual,RegionA
U00446,01-09-2025,,110,9,5,0.579,0.182,Regular,RegionB
U00447,01-09-2025,,70,1,3,0.437,0.068,Casual,RegionA
U00448,01-09-2025,27-08-2025,160,1,3,0.488,0.108,Casual,RegionA
U00449,01-09-2025,28-08-2025,100,3,3,0.372,0.196,Regular,RegionC
U00450,01-09-2025,14-12-2024,70,5,1,0.71,0.036,Regular,RegionB
U00451,01-09-2025,05-07-2025,380,11,1,0.065,0.144,VIP,RegionA
U00452,01-09-2025,02-04-2024,200,2,2,0.01,0.013,Casual,RegionA
U00453,01-09-2025,,120,1,3,0.295,0.078,Casual,RegionC
U00454,01-09-2025,24-02-2024,50,2,1,0.047,0.016,Dormant,RegionC
U00455,01-09-2025,25-11-2023,80,6,5,0.81,0.195,Regular,RegionA
U00456,01-09-2025,22-08-2025,650,10,1,0.781,0.276,VIP,RegionD
U00457,01-09-2025,,50,2,1,0.026,0.124,Casual,RegionB
U00458,01-09-2025,19-09-2024,170,5,4,0.698,0.09,Regular,RegionA
U00459,01-09-2025,,350,2,1,0.544,0.239,Regular,RegionA
U00460,01-09-2025,15-01-2025,50,3,2,0.439,0.127,Casual,RegionA
U00461,01-09-2025,19-06-2025,170,3,2,0.356,0.126,Regular,RegionB
U00462,01-09-2025,06-08-2025,60,1,6,0,0.082,Dormant,RegionB
U00463,01-09-2025,25-08-2025,50,0,2,0.08,0.057,Casual,RegionC
U00464,01-09-2025,27-08-2025,50,2,5,0.056,0.056,Casual,RegionA
U00465,01-09-2025,26-09-2024,130,6,2,0.347,0.138,Regular,RegionE
U00466,01-09-2025,26-04-2024,60,1,1,0.323,0,Casual,RegionB
U00467,01-09-2025,11-06-2025,50,2,3,0.396,0.156,Casual,RegionA
U00468,01-09-2025,02-07-2024,60,1,1,0.192,0.123,Casual,RegionB
U00469,01-09-2025,29-07-2025,70,3,3,0.107,0.027,Casual,RegionB
U00470,01-09-2025,21-08-2025,250,3,3,0.341,0.187,Regular,RegionA
U00471,01-09-2025,11-08-2025,130,3,4,0.256,0.165,Regular,RegionA
U00472,01-09-2025,05-01-2025,50,2,2,0.145,0.036,Casual,RegionA
U00473,01-09-2025,07-06-2025,70,3,1,0.184,0.103,Casual,RegionB
U00474,01-09-2025,03-07-2025,130,2,1,0.368,0.246,Regular,RegionC
U00475,01-09-2025,10-01-2025,200,2,5,0.069,0.197,Regular,RegionA
U00476,01-09-2025,06-09-2024,50,1,1,0.183,0.087,Casual,RegionD
U00477,01-09-2025,06-01-2025,50,1,1,0.153,0.031,Casual,RegionC
U00478,01-09-2025,03-12-2024,60,4,3,0.509,0.161,Casual,RegionD
U00479,01-09-2025,27-07-2025,60,1,3,0.319,0.079,Casual,RegionE
U00480,01-09-2025,23-01-2025,50,5,1,0.193,0.093,Casual,RegionE
U00481,01-09-2025,22-02-2025,50,1,1,0.103,0.14,Casual,RegionB
U00482,01-09-2025,07-07-2025,290,1,3,0.239,0.206,Regular,RegionB
U00483,01-09-2025,02-03-2025,50,0,5,0.1,0.1,Casual,RegionD
U00484,01-09-2025,03-06-2025,50,1,1,0.132,0.125,Casual,RegionC
U00485,01-09-2025,15-07-2025,100,1,2,0.061,0.1,Casual,RegionB
U00486,01-09-2025,08-10-2023,140,0,1,0,0.094,Casual,RegionD
U00487,01-09-2025,07-08-2025,60,2,4,0.123,0.192,Casual,RegionB
U00488,01-09-2025,27-05-2024,50,3,3,0.077,0.034,Casual,RegionA
U00489,01-09-2025,12-08-2025,100,2,1,0.281,0.139,Casual,RegionC
U00490,01-09-2025,,50,1,1,0.327,0.141,Casual,RegionD
U00491,01-09-2025,,50,6,2,0.244,0.087,Casual,RegionE
U00492,01-09-2025,06-08-2025,80,6,2,0.366,0.117,Regular,RegionC
U00493,01-09-2025,22-03-2025,160,2,4,0.509,0.207,Regular,RegionD
U00494,01-09-2025,14-02-2024,240,8,1,0.915,0.255,VIP,RegionD
U00495,01-09-2025,13-09-2024,190,5,2,0.8,0.169,Regular,RegionD
U00496,01-09-2025,25-08-2025,60,1,1,0.067,0.116,Dormant,RegionB
U00497,01-09-2025,13-08-2025,550,6,1,0.661,0.235,VIP,RegionB
U00498,01-09-2025,27-12-2024,50,3,1,0.31,0.051,Casual,RegionB
U00499,01-09-2025,03-08-2025,50,0,2,0.133,0.161,Casual,RegionC
U00500,01-09-2025,30-08-2025,50,1,1,0.325,0.094,Casual,RegionA
U00501,01-09-2025,24-08-2025,50,1,1,0.18,0.148,Casual,RegionB
U00502,01-09-2025,24-08-2024,50,4,2,0.703,0.238,Regular,RegionA
U00503,01-09-2025,23-11-2024,50,1,5,0.587,0.086,Casual,RegionC
U00504,01-09-2025,19-08-2024,80,8,3,0.542,0.116,Regular,RegionB
U00505,01-09-2025,09-11-2023,310,8,4,0.45,0.201,Regular,RegionB
U00506,01-09-2025,16-02-2024,50,2,5,0.183,0.169,Casual,RegionB
U00507,01-09-2025,22-08-2025,170,3,3,0.675,0.076,Regular,RegionA
U00508,01-09-2025,24-06-2025,50,0,3,0.51,0.183,Casual,RegionA
U00509,01-09-2025,26-11-2024,50,2,4,0.347,0.141,Casual,RegionD
U00510,01-09-2025,15-06-2025,100,1,4,0.152,0.059,Casual,RegionA
U00511,01-09-2025,13-08-2025,100,5,3,0.513,0.18,Regular,RegionA
U00512,01-09-2025,11-12-2024,70,2,4,0.035,0.121,Casual,RegionB
U00513,01-09-2025,05-06-2025,50,1,3,0.028,0.078,Casual,RegionB
U00514,01-09-2025,11-06-2024,80,2,4,0.065,0.013,Casual,RegionA
U00515,01-09-2025,10-09-2024,70,2,1,0.423,0.147,Regular,RegionB
U00516,01-09-2025,21-07-2025,380,1,4,0.074,0.132,Regular,RegionB
U00517,01-09-2025,09-03-2025,50,3,2,0.149,0.056,Casual,RegionB
U00518,01-09-2025,22-08-2025,50,4,1,0.367,0,Casual,RegionD
U00519,01-09-2025,20-04-2025,110,8,2,0.432,0.076,Casual,RegionA
U00520,01-09-2025,,170,3,2,0.708,0.108,Regular,RegionA
U00521,01-09-2025,23-06-2025,50,2,2,0.305,0.168,Regular,RegionA
U00522,01-09-2025,29-06-2024,50,0,1,0,0.072,Dormant,RegionC
U00523,01-09-2025,21-07-2024,50,5,5,0.408,0.165,Casual,RegionD
U00524,01-09-2025,23-11-2023,50,2,4,0.207,0.172,Casual,RegionB
U00525,01-09-2025,10-08-2025,4990,2,1,0.007,0.239,Casual,RegionC
U00526,01-09-2025,28-01-2025,2730,0,1,0.008,0.114,Dormant,RegionD
U00527,01-09-2025,28-06-2025,190,2,1,0.144,0.062,Casual,RegionA
U00528,01-09-2025,14-09-2024,60,0,3,0,0.181,Casual,RegionB
U00529,01-09-2025,26-08-2025,70,7,2,0.535,0.135,Regular,RegionB
U00530,01-09-2025,08-12-2024,50,4,1,0.302,0.092,Casual,RegionB
U00531,01-09-2025,06-01-2025,240,1,1,0.326,0.104,Regular,RegionA
U00532,01-09-2025,15-12-2023,50,1,2,0.443,0.122,Casual,RegionA
U00533,01-09-2025,03-01-2025,270,2,2,0.39,0.172,Regular,RegionA
U00534,01-09-2025,14-12-2024,70,2,1,0.925,0.045,Regular,RegionA
U00535,01-09-2025,16-07-2025,70,0,3,0.453,0.183,Casual,RegionA
U00536,01-09-2025,11-11-2024,60,2,1,0.131,0.069,Casual,RegionE
U00537,01-09-2025,,50,1,1,0.293,0.139,Regular,RegionB
U00538,01-09-2025,05-10-2024,50,3,4,0.738,0.118,Casual,RegionA
U00539,01-09-2025,26-07-2025,450,6,7,0.43,0.197,Regular,RegionC
U00540,01-09-2025,17-07-2025,430,5,2,0.293,0.132,Regular,RegionC
U00541,01-09-2025,14-06-2025,310,0,2,0.324,0.157,Regular,RegionD
U00542,01-09-2025,02-06-2024,120,7,1,0.376,0.155,Regular,RegionC
U00543,01-09-2025,19-07-2025,4990,1,1,0.172,0.24,Casual,RegionA
U00544,01-09-2025,17-07-2025,260,3,2,0.589,0.217,Regular,RegionA
U00545,01-09-2025,04-09-2024,280,0,2,0.497,0,Dormant,RegionA
U00546,01-09-2025,27-07-2025,80,1,1,0.473,0.016,Casual,RegionA
U00547,01-09-2025,09-09-2024,600,10,2,0.954,0.335,VIP,RegionD
U00548,01-09-2025,29-07-2025,50,2,1,0.101,0.032,Casual,RegionB
U00549,01-09-2025,16-04-2025,80,1,2,0.379,0.13,Casual,RegionC
U00550,01-09-2025,29-07-2025,50,2,1,0.779,0.146,Casual,RegionC
U00551,01-09-2025,23-06-2025,490,4,1,0.271,0.167,Regular,RegionA
U00552,01-09-2025,26-07-2025,60,3,2,0.125,0.174,Casual,RegionB
U00553,01-09-2025,27-04-2025,260,4,2,0.159,0.104,Regular,RegionB
U00554,01-09-2025,11-04-2025,50,2,3,0.321,0.087,Casual,RegionA
U00555,01-09-2025,17-09-2023,50,4,1,0.711,0.199,Regular,RegionA
U00556,01-09-2025,17-09-2024,50,0,3,0,0.12,Casual,RegionB
U00557,01-09-2025,07-08-2025,150,4,3,0.353,0.185,Regular,RegionB
U00558,01-09-2025,04-12-2023,50,1,2,0.178,0.139,Casual,RegionB
U00559,01-09-2025,02-08-2025,50,2,2,0.043,0.125,Casual,RegionD
U00560,01-09-2025,11-06-2025,70,2,1,0,0.154,Casual,RegionE
U00561,01-09-2025,23-03-2024,380,0,2,0.031,0.033,Dormant,RegionA
U00562,01-09-2025,22-06-2025,50,1,4,0.141,0.12,Casual,RegionA
U00563,01-09-2025,,370,7,1,0.224,0.287,VIP,RegionB
U00564,01-09-2025,10-08-2025,50,6,1,0.483,0.092,Casual,RegionB
U00565,01-09-2025,21-06-2024,60,2,3,0.6,0.067,Casual,RegionB
U00566,01-09-2025,30-05-2025,50,2,3,0.441,0.104,Casual,RegionC
U00567,01-09-2025,23-09-2024,200,8,1,0.409,0.128,Regular,RegionA
U00568,01-09-2025,20-01-2025,220,4,1,0.264,0.122,Regular,RegionB
U00569,01-09-2025,22-05-2025,210,7,2,0.925,0.134,Regular,RegionA
U00570,01-09-2025,20-10-2024,110,1,2,0.11,0.149,Casual,RegionA
U00571,01-09-2025,27-08-2025,90,3,1,0.245,0.106,Casual,RegionA
U00572,01-09-2025,03-12-2024,50,1,2,0.272,0.046,Casual,RegionE
U00573,01-09-2025,12-08-2025,50,1,1,0.28,0.11,Casual,RegionB
U00574,01-09-2025,17-01-2025,120,1,1,0.048,0.102,Casual,RegionD
U00575,01-09-2025,,1300,10,1,1,0.252,VIP,RegionC
U00576,01-09-2025,26-08-2025,50,4,1,0.272,0.111,Casual,RegionA
U00577,01-09-2025,06-07-2025,70,2,2,0.33,0.156,Regular,RegionA
U00578,01-09-2025,23-05-2025,240,3,4,0.447,0.15,Regular,RegionB
U00579,01-09-2025,,390,0,1,0.071,0.079,Dormant,RegionE
U00580,01-09-2025,11-02-2024,160,4,2,0.441,0.1,Regular,RegionC
U00581,01-09-2025,28-06-2025,120,3,3,0.47,0.156,Casual,RegionB
U00582,01-09-2025,,60,5,1,0.336,0.102,Casual,RegionC
U00583,01-09-2025,,120,0,1,0,0.09,Dormant,RegionB
U00584,01-09-2025,17-06-2025,50,0,3,0.066,0.08,Casual,RegionA
U00585,01-09-2025,08-08-2025,50,0,1,0,0.09,Casual,RegionB
U00586,01-09-2025,02-07-2025,50,3,2,0.077,0.058,Casual,RegionA
U00587,01-09-2025,26-02-2024,50,3,3,0.315,0.007,Casual,RegionA
U00588,01-09-2025,04-02-2025,50,1,2,0.337,0.249,Casual,RegionA
U00589,01-09-2025,31-07-2025,60,2,3,0.272,0.057,Regular,RegionA
U00590,01-09-2025,15-08-2025,50,4,2,0.116,0,Casual,RegionA
U00591,01-09-2025,,220,7,3,0.548,0.225,Regular,RegionB
U00592,01-09-2025,29-06-2025,50,3,1,0.299,0.166,Casual,RegionA
U00593,01-09-2025,29-08-2025,50,0,1,0.021,0.05,Casual,RegionC
U00594,01-09-2025,25-09-2024,50,2,1,0.511,0.023,Casual,RegionD
U00595,01-09-2025,20-06-2025,50,2,2,0.672,0.084,Casual,RegionA
U00596,01-09-2025,12-11-2024,9990,2,5,0.106,0.462,Casual,RegionB
U00597,01-09-2025,18-06-2025,100,3,3,0.407,0.018,Casual,RegionA
U00598,01-09-2025,20-11-2023,100,1,1,0.119,0.208,Regular,RegionB
U00599,01-09-2025,03-08-2025,270,1,3,0.183,0.173,Casual,RegionA
U00600,01-09-2025,29-10-2024,70,1,3,0.48,0.183,Regular,RegionB
U00601,01-09-2025,,60,4,6,0.618,0.119,Regular,RegionD
U00602,01-09-2025,04-08-2025,9990,1,1,0.108,0.352,Casual,RegionA
U00603,01-09-2025,16-04-2025,180,1,3,0.106,0.018,Dormant,RegionB
U00604,01-09-2025,15-08-2024,570,1,3,0.107,0.061,Dormant,RegionB
U00605,01-09-2025,17-05-2024,370,1,1,0,0.103,Regular,RegionA
U00606,01-09-2025,10-07-2025,190,2,2,0.392,0.123,Casual,NicheRegionX
U00607,01-09-2025,,60,0,2,0.492,0,Casual,RegionA
U00608,01-09-2025,21-09-2023,50,2,3,0.083,0.218,Casual,RegionB
U00609,01-09-2025,04-08-2025,80,0,4,0,0.013,Casual,RegionA
U00610,01-09-2025,10-09-2024,220,3,3,0.397,0.025,Casual,RegionA
U00611,01-09-2025,01-03-2025,130,7,1,0.548,0.151,Regular,RegionA
U00612,01-09-2025,02-02-2024,190,1,2,0.206,0.084,Casual,RegionC
U00613,01-09-2025,18-09-2023,60,4,4,0.487,0.156,Casual,RegionC
U00614,01-09-2025,17-09-2024,80,1,2,0.265,0.077,Casual,RegionB
U00615,01-09-2025,07-04-2024,50,1,3,0,0.092,Casual,RegionB
U00616,01-09-2025,19-07-2025,100,6,1,0.525,0.143,Casual,RegionD
U00617,01-09-2025,09-08-2025,170,4,2,0.507,0.097,Regular,RegionC
U00618,01-09-2025,06-11-2023,80,2,1,0.139,0.169,Casual,RegionC
U00619,01-09-2025,29-09-2024,170,5,1,0.614,0.163,Regular,RegionE
U00620,01-09-2025,11-08-2025,50,1,1,0.389,0.085,Casual,RegionB
U00621,01-09-2025,12-01-2025,80,7,2,0.66,0.101,Regular,RegionA
U00622,01-09-2025,16-07-2025,170,2,2,0.305,0.214,Regular,RegionB
U00623,01-09-2025,19-06-2025,110,5,3,0.662,0.173,Regular,RegionC
U00624,01-09-2025,28-04-2025,470,3,3,0.532,0.164,Regular,RegionA
U00625,01-09-2025,,170,4,2,0.205,0.158,Casual,RegionB
U00626,01-09-2025,13-12-2023,100,3,1,0.071,0.069,Casual,RegionA
U00627,01-09-2025,11-02-2025,60,2,2,0.114,0.13,Casual,RegionA
U00628,01-09-2025,,150,0,5,0.046,0.087,Dormant,RegionA
U00629,01-09-2025,22-12-2023,300,3,2,0.384,0.129,Regular,RegionB
U00630,01-09-2025,09-11-2023,50,1,2,0,0.186,Casual,RegionA
U00631,01-09-2025,25-06-2025,80,1,1,0.152,0.162,Casual,RegionA
U00632,01-09-2025,12-04-2025,70,0,1,0.207,0.069,Casual,RegionA
U00633,01-09-2025,18-07-2025,50,1,1,0.108,0.07,Casual,RegionB
U00634,01-09-2025,02-04-2025,50,2,3,0.259,0.123,Casual,RegionA
U00635,01-09-2025,18-07-2025,60,1,3,0.063,0.073,Casual,RegionA
U00636,01-09-2025,31-12-2024,370,2,1,0.482,0.129,Regular,RegionA
U00637,01-09-2025,20-08-2025,50,0,4,0.03,0.134,Casual,RegionC
U00638,01-09-2025,07-08-2025,520,3,4,0.287,0.138,Regular,RegionD
U00639,01-09-2025,11-10-2024,160,2,1,0.156,0.178,Regular,RegionA
U00640,01-09-2025,05-10-2024,460,1,2,0.112,0.131,Dormant,RegionA
U00641,01-09-2025,03-09-2024,990,6,1,0.788,0.321,VIP,RegionB
U00642,01-09-2025,03-11-2023,50,4,2,0.177,0.072,Casual,RegionA
U00643,01-09-2025,04-06-2025,9990,1,1,0,0.442,Casual,RegionE
U00644,01-09-2025,18-08-2025,180,2,3,0.788,0.126,Regular,RegionA
U00645,01-09-2025,13-05-2025,50,0,5,0,0.08,Casual,RegionA
U00646,01-09-2025,15-08-2025,50,4,2,0.437,0.139,Casual,RegionB
U00647,01-09-2025,,50,0,1,0.039,0.076,Casual,RegionE
U00648,01-09-2025,26-07-2025,50,3,5,0.484,0.123,Casual,RegionA
U00649,01-09-2025,22-11-2024,150,4,1,0.372,0.261,Regular,RegionB
U00650,01-09-2025,07-07-2025,50,3,1,0.134,0.104,Casual,RegionB
U00651,01-09-2025,27-07-2025,60,2,1,0.492,0.061,Casual,RegionD
U00652,01-09-2025,,50,1,2,0.041,0.135,Casual,RegionC
U00653,01-09-2025,24-10-2024,50,0,2,0,0.036,Dormant,RegionA
U00654,01-09-2025,17-03-2024,200,4,1,0.53,0.111,Regular,RegionA
U00655,01-09-2025,09-02-2025,100,4,1,0.779,0.15,Regular,RegionA
U00656,01-09-2025,,80,3,3,0.097,0.187,Casual,RegionA
U00657,01-09-2025,,2260,8,4,0.588,0.369,VIP,RegionE
U00658,01-09-2025,08-06-2025,120,3,4,0.39,0.111,Casual,RegionB
U00659,01-09-2025,23-10-2024,350,8,1,0.611,0.374,VIP,RegionD
U00660,01-09-2025,13-04-2024,120,2,1,0.225,0.106,Casual,RegionB
U00661,01-09-2025,24-06-2025,50,2,3,0,0,Casual,RegionA
U00662,01-09-2025,20-02-2025,50,6,4,0.466,0.096,Casual,RegionC
U00663,01-09-2025,15-04-2024,50,5,1,0.632,0.199,Regular,RegionA
U00664,01-09-2025,19-07-2025,110,2,1,0.25,0.053,Casual,RegionB
U00665,01-09-2025,31-01-2024,50,2,3,0.76,0.201,Regular,RegionB
U00666,01-09-2025,18-08-2025,160,2,1,0.525,0.046,Casual,RegionA
U00667,01-09-2025,22-07-2024,50,5,1,0.453,0.207,Casual,RegionD
U00668,01-09-2025,05-08-2025,110,4,1,0.312,0.209,Regular,RegionB
U00669,01-09-2025,26-05-2025,350,11,1,0.394,0.293,VIP,RegionA
U00670,01-09-2025,12-02-2025,320,9,1,0.925,0.216,Regular,RegionB
U00671,01-09-2025,16-04-2025,50,3,1,0.134,0.111,Casual,RegionA
U00672,01-09-2025,16-06-2025,360,1,2,0.292,0.148,Regular,RegionA
U00673,01-09-2025,16-06-2024,120,3,3,0.218,0.053,Regular,RegionB
U00674,01-09-2025,10-02-2024,50,1,1,0.21,0.123,Casual,RegionB
U00675,01-09-2025,21-06-2025,240,3,3,0.531,0.059,Casual,RegionC
U00676,01-09-2025,22-01-2025,120,0,2,0,0,Casual,RegionA
U00677,01-09-2025,18-08-2025,80,2,2,0.072,0.127,Casual,RegionD
U00678,01-09-2025,04-08-2025,50,2,7,0.473,0.07,Casual,RegionD
U00679,01-09-2025,29-07-2025,140,0,2,0.097,0.174,Casual,RegionB
U00680,01-09-2025,30-01-2025,50,0,2,0.167,0.161,Casual,RegionB
U00681,01-09-2025,01-10-2024,50,0,5,0,0.048,Casual,RegionD
U00682,01-09-2025,16-05-2025,130,5,1,0.244,0.02,Casual,RegionC
U00683,01-09-2025,,50,1,2,0.046,0.013,Casual,RegionA
U00684,01-09-2025,,110,1,1,0.126,0.195,Casual,RegionC
U00685,01-09-2025,20-12-2024,60,1,3,0.153,0.14,Casual,RegionA
U00686,01-09-2025,08-05-2025,90,0,4,0.082,0.087,Casual,RegionB
U00687,01-09-2025,20-06-2025,180,4,3,0.339,0.157,Regular,RegionB
U00688,01-09-2025,24-06-2025,50,3,1,0.339,0.125,Casual,RegionC
U00689,01-09-2025,,290,4,1,0.703,0.158,Regular,RegionB
U00690,01-09-2025,21-08-2024,50,3,1,0.67,0.284,Regular,RegionA
